id,formula,n_atoms,theta,lam,omega
agm091623162,Tb4PmEr,6,6.71,0.298,198.95
agm014073580,SrSm2F8,11,281.18,1.8469,501.07
agm041975901,Ce(VSi)2,5,72.79,0.5637,409.79
agm123725115,Pr5YHoEr,8,7.7,0.3033,209.03
agm042957828,Pm4NdY2Tm,8,7.22,0.2931,212.26
agm121848503,TbPmYTm,4,5.84,0.2838,209.05
agm005706537,Y3Hg2Pt,6,53.37,0.7402,223.41
agm144513441,TbPmSm5Y,8,5.44,0.28,202.1
agm129787723,NdSm5Dy2,8,5.06,0.2706,194.78
agm121170083,Tb2Nd3Dy,6,6.81,0.292,200.66
agm031808307,Tb2Nd5Tm,8,6.16,0.2856,201.42
agm107128537,PmNd2Sm3Ho2,8,5.99,0.289,196.88
agm004771639,PmNd4Ho2Er,8,6.35,0.2909,198.61
agm001217569,Tb2NdTl,4,25.67,0.49,199.98
agm049680075,ThIn3Rh4,8,54.14,0.634,265.82
agm038145789,TbSm2TmRh4,8,66.71,0.834,245.92
agm013742723,Ac(BeIr)2,5,86.41,0.8742,280.9
agm112000122,La3TbPrHo3,8,7.23,0.3025,198.58
agm070345470,La4NdEr,6,7.17,0.295,200.51
agm027482350,La4NdSm3,8,6.39,0.2897,200.11
agm046918613,AcLa2Nd5,8,5.11,0.271,193.64
agm015728188,AcLa6Ho,8,5.26,0.2792,191.79
agm069378513,LaNdBi6,8,39.16,0.655,182.09
agm146680884,LaPr3(NdSm)2,8,4.27,0.2706,203.53
agm039826945,LaTb4Nd3,8,4.81,0.2665,201.44
agm004839197,LaPm2UAs4,8,115.53,1.1455,270.66
agm003601806,AcTlAg,6,51.04,0.7052,196.82
agm001263010,SmCdAg,3,59.75,0.7225,243.22
agm005183183,LaDyCdAg,4,45.26,0.6225,224.78
agm134732297,Pr2NdSm5,8,4.8,0.2702,199.97
agm110655435,BaSr2Tl2In,6,44.54,0.6922,198.22
agm066702070,YEr(AsO4)2,12,362.54,1.8115,648.13
agm075832932,TbHoPuPaN4,8,201.16,1.8362,351.62
agm005843407,InAg2Pd5,8,30.33,0.4255,301.7
agm069218707,HfSbPd6,8,37.04,0.4863,289.62
agm152937992,CdPd5Au2,8,38.59,0.5177,274.97
agm040470758,Ce2ErPaP4,8,126.76,1.1005,312.72
agm016934010,ThNp2UP4,8,101.82,1.006,272.76
agm004846168,Tb2PrPuP4,8,128.83,1.1837,308.19
agm069533954,HfMoRh6,8,43.08,0.4975,307.45
agm034208051,Ca2DyPt3,6,76.49,0.9463,238.03
agm026134572,CaNd3Te4,8,103.65,1.1455,250.29
agm045648569,CaY(TmSe2)2,8,162.08,1.483,309.86
agm047976155,Ca2DyThHg4,8,50.1,0.7476,201.7
agm077638500,BaSr2Ca,4,8.08,0.2995,224.5
agm001203441,Gd2CuAu,4,73.75,0.8569,225.27
agm005708091,Er3Cu2Ru,6,59.87,0.6794,256.23
agm014646487,Ho3ThCu4,8,68.62,0.7638,272.52
agm035322574,TbPr3Sm4,8,5.49,0.2807,199.38
agm008046481,FePd2,6,36.42,0.435,345.77
agm009621998,Ti2(NbMo)3,8,50.97,0.527,335.88
agm069096568,TiReMo,3,42.8,0.5173,295.89
agm022421935,Pr2SmDy2,5,7.13,0.2986,199.61
agm136340927,PrNd2Sm3Ho2,8,6.2,0.2868,196.98
agm099494945,Pr2Sm3Er,6,6.04,0.289,197.69
agm077755620,Pr3Nd2SmDy2,8,5.46,0.2778,202.15
agm148129885,TbPr5NdEr,8,5.67,0.2781,205.46
agm015163410,Tb3Pr4Dy,8,5.87,0.2837,203.67
agm042918485,Pm4PrNd2Er,8,5.48,0.2778,201.81
agm013225443,TbHo2Mg,8,11.63,0.3325,223.69
agm069398091,MgNbRu2,8,80.66,0.7028,348.18
agm065371121,NdSmMg4,6,19.23,0.3445,325.35
agm117669273,GdMg6Sc,8,13.58,0.286,416.77
agm001845214,GdTmLu,3,4.97,0.278,194.89
agm005214595,MgPaInSn,4,44.45,0.5845,247.35
agm034599735,Nb3Mo2W,6,53.19,0.5894,286.25
agm015521169,Tb(ZrGa2)2,7,68.03,0.6453,330.51
agm001120865,Y2GaRu,4,68.48,0.6947,297.75
agm095284710,LiCa(YSe2)2,8,195.67,1.5505,376.51
agm104091633,Li2YbInPb2,6,96.94,1.0265,249.41
agm003186935,Li2MgHg,4,101.61,0.7585,387.68
agm061170436,LiMg7,8,22.93,0.2995,602.39
agm077637926,Li4Cd2Au,7,122.27,0.8854,373.93
agm005956076,Sr4LiMg3,8,26.27,0.4033,314.82
agm042187746,Li2ScAlRh4,8,146.16,0.9221,408.63
agm006661060,LaCeH6,8,156.6,0.7405,589.56
agm006041114,Pu2H4Rh,7,102.63,0.7082,415.13
agm045159972,LaCrSi2Ir,5,81.08,0.7095,336.36
agm097090992,Gd2ScZn3,6,40.36,0.4918,287.39
agm032474810,SmY2ScZn4,8,43.79,0.5025,310.25
agm001328163,NdScCdIn,4,42.22,0.5592,254.48
agm127872553,Ho2ScHg5,8,42.99,0.6617,207.98
agm048557482,Ac4NdZn3,8,24.95,0.4838,194.24
agm003554434,Tm4ZnAu3,8,89.78,1.1407,226.08
agm003412198,Tb2ZnCd3,6,49.37,0.6405,252.6
agm026225958,La2YTmZn4,8,38.67,0.5242,263.48
agm002324799,LuZnPt2,4,71.19,0.799,246.09
agm005576747,Zn2(CdAu)3,8,73.14,0.7521,262.95
agm129206621,Sm5Dy2Ho,8,4.99,0.2725,193.53
agm088600387,ErSeO3F,12,365.56,1.888,601.45
agm034814146,Mn2ZnPt3,6,51.43,0.6126,276.68
agm036209408,Al2VOs3,6,49.44,0.5526,302.27
agm013490803,TbEr3Al4,8,33.23,0.4718,275.33
agm005759906,Sc6AlCd,8,29.5,0.3805,394.95
agm012381380,Mn3AlRh4,8,74.54,0.6235,368.91
agm050769955,LaNd(AlGe)2,6,94.79,0.784,328.81
agm005011929,CeY2HgC,5,127.09,1.2295,292.55
agm052783871,BaZn(CoGe)2,6,75.65,0.639,356.7
agm007076918,ZrSiNiH,4,120.74,0.592,643.13
agm004801943,RbLi(InHg2)2,8,58.47,0.7488,233.99
agm108512232,La5PmPrSc,8,9.35,0.3175,216.52
agm003161618,IrRuPt,3,7.27,0.282,255.21
agm003621100,LaNd2Ru,8,80.13,0.9504,248.4
agm004756782,KNa2AuS2,12,205.97,1.3635,413.02
agm039281426,Nd5HoEr2,8,6.2,0.2894,199.28
agm031231580,PmNd5Ho2,8,4.92,0.2721,200.94
agm043725373,TbDy2,6,7.69,0.31,196.64
agm004824635,Cs2TbThSe4,8,124.06,1.4542,245.4
agm050429168,Ce3TmSe4,8,154.81,1.5077,283.41
agm099638091,Nd2YThSe4,8,140.83,1.465,280.56
agm015083546,SmUP2,8,118.48,1.0735,295.16
agm004846239,Tm2ThUP4,8,119.01,1.0555,290.94
agm092986992,Th4AsPSe2,8,110.27,1.2107,246.59
agm140923822,La5Pr2Ho,8,6.58,0.2882,202.69
agm127491305,La5PmSmHo,8,6.33,0.2912,200.08
agm102613472,La2PrNd,4,4.88,0.2657,203.85
agm022287271,La2Pr2Nd,5,5.04,0.2698,205.54
agm136038233,La2Pr3NdEr2,8,8.69,0.3137,201.72
agm104167038,LaPm5Tm2,8,6.82,0.3006,197.71
agm064094828,ErCrAsO6,9,375.86,1.7404,689.15
agm033869519,LaPm2PrDy4,8,7.13,0.2961,198.71
agm130665398,LaPm3(NdSm)2,8,4.98,0.2714,200.16
agm021868323,La4PrSm3,8,6.22,0.289,200.75
agm094966475,La3Tb(PrNd)2,8,4.61,0.2635,204.6
agm026033366,La2PuThAs4,8,103.56,1.1365,256.72
agm005824853,Ta6CrOs,8,22.94,0.4208,234.42
agm051238978,Rb2CrBr3Cl,7,186.47,1.9216,330.28
agm032035770,RbHg2Pd3,6,61.88,0.724,247.74
agm079045450,Ba6HgRh,8,113.17,1.375,230.99
agm110706694,Gd3Hg2Pt,6,53.73,0.7644,199.62
agm044470002,YHoSb2,4,91.02,0.9925,257.55
agm021316583,Ca2CePmIn4,8,50.19,0.6431,246.18
agm040525183,CaHo2ScIn4,8,47.1,0.5938,249.51
agm004742457,NdPu(CuGe)2,6,71.26,0.73,292.45
agm002307094,TmPd2Pt3,6,46.43,0.6002,239.49
agm103815918,Tm4CuRh3,8,63.31,0.7675,248.1
agm004743727,NdY(GaCu)2,6,76.99,0.7011,327.85
agm119175174,CeZnGa2Cu,5,65.16,0.601,343.53
agm019617254,LaYCuPd,4,101.78,0.9846,295.84
agm003203773,SrHg5,6,33.9,0.565,193.95
agm054398286,TbDy3Ir4,8,58.38,0.7733,212.91
agm005584650,AcLa2Y,4,6.31,0.295,195.24
agm009586797,Pm3(PrY)2,7,5.83,0.2809,218.32
agm069893598,SmYHo6,8,4.28,0.265,198.89
agm017835838,LaNd6Y,8,5.66,0.277,208.7
agm048827769,Tm4AsSeS2,8,134.53,1.3502,295.82
agm145452258,La2PrLuS4,8,162.01,1.537,328.47
agm030599401,PrDy(PuS2)2,8,148.24,1.4672,295.79
agm079059634,Ca2NdTmS4,8,225.35,1.5842,388.26
agm085177390,Ta5Re3,8,23.46,0.4429,221.96
agm087310829,Cd2PdPt,8,49.72,0.586,265.82
agm124028775,TlHgSbCl6,9,174.18,1.402,352.45
agm021716893,Na3Sm(BiS3)2,12,184.51,1.372,370.83
agm044645218,Y4Ir2PdRh,8,66.83,0.772,257.93
agm046021783,Mn2GaFe4Ge,8,39.46,0.4171,441.44
agm096923006,Tb2PmHo,4,6.07,0.286,198.25
agm064978481,TbPmYCd,4,24.88,0.454,225.33
agm037407423,Tb2PmYBi4,8,80.58,1.0442,211.58
agm004840932,Dy2ZrScSb4,8,91.07,0.9407,270.87
agm002176427,DyOF,6,261.63,1.924,444.55
agm004838952,ThZr(NpAs2)2,8,94.76,1.0083,263.65
agm005213488,CePuTeS,4,105.84,1.276,256.59
agm093954383,La3Pm4Dy,8,5.8,0.286,201.0
agm034091679,La2PmDy,4,7.06,0.2972,200.25
agm005589695,La2PmDy,4,6.27,0.2837,200.33
agm036386225,PmHf(CdAu2)2,8,98.54,1.114,225.45
agm003219150,VZnPO5,16,510.99,1.6738,925.12
agm144727850,Pr4AlZnCd2,8,40.87,0.5456,246.7
agm019570805,HoTlSeS,4,129.9,1.2991,270.64
agm043343441,Er3RhPb2,6,63.88,0.8766,205.6
agm002380081,Er6RhPb2,9,64.69,0.9188,206.1
agm003763842,RbRuCl6,8,229.78,1.735,408.41
agm002204763,KSmCl3,10,225.05,2.1985,381.57
agm098261382,Pm3HgN2,6,153.26,1.5265,298.89
agm042090829,Ce2TlS4,7,162.41,1.414,321.59
agm005194298,CaLaTbCd,4,24.75,0.457,234.05
agm004618067,K2Rb3TlCl6,12,220.21,2.236,343.95
agm001160255,LaThHg2,4,42.91,0.6743,180.14
agm003439927,LaTh2Hg3,6,38.86,0.6529,177.2
agm004752564,PmDy(SiAu)2,6,107.29,1.069,267.83
agm082159995,EuScPt,6,79.15,0.8424,250.35
agm053933639,ErSc3Ag4,8,56.58,0.5862,291.31
agm005021995,AcFeCoC2,5,143.78,0.9998,388.54
agm045388263,CePr2HoHg4,8,47.82,0.6965,191.55
agm089698837,Tb2CePuS4,8,162.84,1.537,312.93
agm003393090,Pa2Ni2Ir,5,49.16,0.6133,256.65
agm019029556,KRb(ReO4)2,12,342.08,2.0526,549.9
agm089757940,Tl3BF6,10,279.88,2.266,445.94
agm003192214,FePt2W,4,21.91,0.409,258.53
agm013677703,Tb(PaSe2)2,7,122.65,1.315,268.92
agm001924157,PuGe2Pt,4,55.64,0.7109,250.09
agm003188669,LuMgCd2,4,30.64,0.4634,264.01
agm058659026,ScGaRuPt,4,74.18,0.7225,311.83
agm005687277,GeRuS,6,69.96,0.5431,442.93
agm044579486,LaDy(AlPd2)2,8,98.4,0.8445,303.95
agm133495481,Tb3Dy3HoTm,8,8.12,0.316,196.31
agm146576829,SmTmTl2,8,21.54,0.4711,183.92
agm044611169,Sc6ZnHg3Pt2,12,71.62,0.713,276.13
agm004831381,Tb2CeErS4,8,175.71,1.546,328.33
agm004854624,Nd4PtAuCl2,8,148.91,1.7305,255.42
agm022081558,Tb2PmY4Er,8,9.3,0.3152,225.11
agm004645779,SrNp2(TlTe2)3,12,67.6,0.8605,209.82
agm060925034,LaZrAs2Ir5,9,50.33,0.6284,254.11
agm064066418,HoHfAs2Rh5,9,75.24,0.7393,299.07
agm033263205,Zr3Ga3Ir2Rh,9,81.67,0.7579,298.42
agm052086976,YEr2HgC,10,112.53,1.1875,267.61
agm004519450,La2Sb4PdPt3,10,71.76,0.8208,235.45
agm003290984,Nd5Bi3,16,67.01,0.861,195.37
agm004525691,Ba2Cu4SnSb3,10,73.18,0.7818,281.99
agm003608551,PaGaCu,12,33.63,0.4831,274.77
agm063102861,Er6Ag5Ir,12,55.65,0.6889,227.43
agm136726996,LaBPt3Au,12,77.29,0.8792,242.47
agm001392958,CeTmTlIn,4,36.23,0.5708,199.65
agm060645027,Tb3HoAg8,12,62.69,0.7285,257.77
agm137868889,YEr(Fe4B)2,12,70.65,0.5459,435.5
agm005062790,CuPdRhSe4,14,74.29,0.6055,389.78
agm006067048,TiZn5Rh6,12,64.99,0.5905,351.47
agm004626641,Ac6CuRu2Br3,12,114.02,1.4596,223.27
agm007921371,Er5W2C7,14,147.94,1.043,405.7
agm003292811,Nd5Se6,11,140.72,1.519,284.02
agm003695802,Nd(GaCu)6,13,33.3,0.402,379.47
agm005980520,Ti2NiPt5,16,53.71,0.6107,272.94
agm010181314,NpCl4,10,229.3,1.87,389.76
agm003268223,Cs(NpSe3)2,9,110.94,1.1725,260.78
agm011434486,MgAs2S3Cl2,16,247.44,1.219,554.09
agm042269909,TbCe(DyZn2)2,8,35.59,0.5206,254.7
agm078223134,Be2BRu,16,117.04,0.5725,699.29
agm003214153,Tb2MgS4,14,216.87,1.5223,397.54
agm078891220,La2Be(PdPt2)2,9,112.64,1.147,267.73
agm151467541,TbSmAl2(Ni3B)2,12,94.7,0.6512,425.33
agm091148878,GdGaCo3B,12,75.12,0.6017,405.67
agm134010254,Bi(BPt3)2,9,36.79,0.472,290.1
agm003210635,Sb2Au,12,53.83,0.628,261.0
agm006135362,Th6FeTe5,12,74.37,0.923,215.61
agm006019770,Fe8TcW3,12,45.77,0.4812,357.78
agm003220521,TcBr3,16,152.56,1.1306,381.63
agm005625915,Ga2Sn3I8,13,80.52,0.934,253.85
agm037464088,Tb3Tm3Bi2Os,9,59.75,0.8502,202.42
agm004847719,Pm2ZrPaN4,8,245.37,1.8408,396.56
agm005747962,Th6FeAu2,9,57.27,0.8066,188.07
agm068393249,PmDy5Rh6,12,70.46,0.8086,246.08
agm136306350,Ti9Ga3H2,14,106.52,0.6334,522.82
agm056167547,Pt4Rh4W,9,6.36,0.266,261.92
agm009915091,Ca8(BiP)3,14,134.02,1.1316,326.52
agm158256768,HoErHfZrAs4,8,110.92,1.0645,299.34
agm043164286,Pm3TmPb12,16,53.45,0.7765,184.42
agm154388541,Sm(H3Rh)2,9,136.27,0.607,694.49
agm003211144,HoGaNi,12,61.9,0.653,318.29
agm008937084,Pm3Y2Tl3,16,38.45,0.5917,211.01
agm093768358,Tb3NdY3Tm,8,8.52,0.3081,217.51
agm098018251,Np2HRh6,9,74.63,0.706,301.84
agm006096319,Ce4MgPb3,16,92.95,1.129,224.03
agm009130918,Dy2(YBi)3,16,72.17,0.9203,219.49
agm003352137,Nd3Cu2Ni7,12,61.43,0.5729,353.62
agm004785951,YH4Pd2Pt,8,72.28,0.4885,553.34
agm004744552,ScAl2AgAu2,6,98.46,0.8884,306.74
agm003215922,Ho(Ni2As)2,14,55.83,0.5274,377.49
agm005910633,PuMgTl3,15,21.47,0.4384,200.14
agm055886058,KErSb2Pd5,9,63.68,0.7031,274.44
agm044246675,Na4Ta3NbN8,16,308.28,1.8812,531.99
agm003220794,SrAlSi5N7O2,16,459.62,1.4442,999.8
agm003268196,Lu3Ga5Ni,9,54.01,0.5698,305.69
agm109107389,PmGd3H8,12,142.43,0.7733,502.43
agm038295773,Th2TcP4Rh3,10,79.89,0.7122,318.29
agm110483618,CeSmDyTmSe4,8,146.42,1.474,278.34
agm054119516,PmHfP2Ir5,9,67.04,0.7243,262.02
agm033644689,U4AsP2Se,16,103.11,1.0578,261.81
agm151633327,TlSiBiSe3S,14,97.89,0.8604,307.15
agm123160075,RbH2Pd,16,163.12,0.871,519.73
agm099598346,GdFeNiH6,9,230.96,0.748,839.42
agm043696199,Pr8PS6,15,166.32,1.5049,327.82
agm003499016,Pm(NiH3)2,9,209.32,0.745,851.0
agm009491846,Tb2(YGe)3,16,88.75,0.854,276.82
agm034780140,CrSb2P2Pt7,12,32.11,0.4488,277.48
agm115263653,Ba6IrAu,16,117.88,1.582,230.67
agm049960823,ErPu7P8,16,107.84,1.0735,274.85
agm075756685,Cs2SiPbS4,16,144.91,1.2698,327.49
agm005008973,SmNi2PH,10,131.67,0.8063,462.15
agm010346654,Li4MgPt(RhO4)2,16,419.47,1.9674,696.05
agm052319574,Rb2P2IrRu,12,69.3,0.7033,302.28
agm003620237,CaGa2Ir,16,89.77,0.7952,319.25
agm053739283,CeZr4Pa3P8,16,118.07,0.9902,344.32
agm122342169,Ac4Sb3Te,16,79.69,1.1162,199.73
agm003212963,Li6PS5I,13,262.03,1.3332,582.41
agm118422267,Ac2EuHg6,9,47.59,0.76,185.24
agm013206743,POsO5,14,352.32,1.3705,784.83
agm020265090,Li5In(GeO4)2,16,583.09,2.1422,886.72
agm002161743,Ce(MnAs)2,5,93.95,0.745,352.45
agm002144186,NbCoAs,12,65.66,0.592,385.12
agm004781846,LiSmHf2N4,16,270.32,1.8573,474.47
agm037697399,Er2HfScP4,16,135.23,1.0645,355.5
agm046519398,Tm2HfScP4,16,134.38,1.06,354.99
agm005067236,RbLiDyF5,16,390.68,2.8913,586.03
agm060044665,Pd3Au(Se2Cl)4,16,67.69,0.553,400.82
agm056030771,Hf2MoIr9,12,35.01,0.526,238.09
agm005073055,CsPuSnCl6,9,198.58,1.7854,341.29
agm005063532,LiTaGeO5,16,433.98,1.9628,707.43
agm048166423,Sc4P3Se,16,209.65,1.078,502.47
agm042865149,Dy2Ho3PaP6,12,113.71,1.0765,310.42
agm072329629,Li6NiF8,15,822.5,2.8023,1098.79
agm053833189,ErHfP2Ir5,9,65.61,0.6979,261.67
agm036993271,Tm3Pu(UP3)2,12,116.19,1.0525,293.75
agm102434270,Eu2AlTcO6,10,366.07,1.9663,555.75
agm048521750,LiTm4Tl3Te8,16,78.18,0.9205,229.8
agm033300152,La2P4OsRh3,10,95.72,0.7766,335.86
agm013633083,CeDy2UAs4,8,106.45,1.1005,272.14
agm011553405,LiAs3(PO5)2,16,520.39,1.5261,958.61
agm143171604,Rb2EuPuO6,10,276.96,2.419,415.95
agm152427256,Li4Tl2PbI8,15,134.74,1.4185,277.7
agm035328027,Er2Pu(GaCo)3,9,63.55,0.6038,307.0
agm004826353,Dy2TmThSe4,8,130.5,1.4223,266.87
agm086276425,LiScO2,16,580.36,2.2856,898.59
agm033774652,Hf3Ga3CoPd2,9,77.45,0.7418,300.55
agm048782946,Nd5CoBi2,16,67.94,0.8636,223.02
agm033433239,Th3Ga3CoRu2,9,66.61,0.709,267.25
agm011765438,Th3(CoAu)2,7,88.03,1.0273,226.34
agm003341585,Pa3(BC2)2,9,139.34,0.9263,404.4
agm120654819,KCa(Ag3O4)2,16,286.71,1.906,535.03
agm005067323,NaLiYCl5,16,364.22,2.1323,559.6
agm046627792,PrNd2Pu3N6,12,204.81,1.8985,351.75
agm005508527,Gd2Ga8Co,11,44.01,0.5074,332.01
agm004735358,Na3Li(TlI2)4,16,126.27,1.4909,241.13
agm092281905,Eu3UO8,12,253.74,1.6867,448.95
agm005262022,Li5Mn(CoO4)2,16,586.92,2.1974,965.46
agm003211664,NdNi4B,12,90.41,0.6206,412.11
agm141888281,DyHoTmUAs4,8,100.6,1.069,269.41
agm046849969,Sr3CaNp2N6,12,236.44,1.9744,421.59
agm114357277,Ba3Lu2OsO9,15,250.08,2.2345,410.17
agm033166288,Ac2In(PN3)2,11,257.13,1.5493,463.94
agm111979859,LiTaCl6,16,301.33,1.978,503.12
agm004762316,Rb2LiTaS4,16,174.03,1.4416,353.51
agm004776843,CsLi(YTe2)2,16,109.23,1.1109,269.4
agm005607260,Sc2VB6,9,156.78,0.604,841.04
agm004679126,Rb3Li2NpCl9,15,217.83,2.0013,369.21
agm004717512,NaLi3Ag4F8,16,412.96,2.59,623.55
agm005067072,CsLiDyBr5,16,198.53,1.9803,319.89
agm075839517,PrGdCu10,12,49.41,0.4905,364.58
agm055976415,Ga8Cu3Pt,12,19.57,0.3451,370.41
agm005931996,Ac(CrH4)2,11,226.32,0.7912,793.36
agm047614332,Tb6Pd2Ru3Au,12,81.49,0.9024,239.29
agm005975647,Sm3YH8,12,175.02,0.916,545.03
agm046324676,Tb3ThRu4,16,71.09,0.8342,240.59
agm005745342,Dy2HPd6,9,94.74,0.838,325.98
agm005188387,ZrZnRuRh,4,84.61,0.76,332.59
agm070554595,PuBiPd,12,56.32,0.7765,203.32
agm006131815,MnNi4H5,10,149.3,0.5758,873.53
agm004590749,Rb2AcNb2O7,12,300.94,2.24,458.7
agm007926750,VFe8,9,14.51,0.29,456.86
agm056030418,Nd2TaPd9,12,64.94,0.673,282.29
agm041326628,Ho2PuRu3,12,63.81,0.7525,243.83
agm005051514,ZnInGaBr4,14,158.91,1.358,340.51
agm089811782,Sr3(Hg2Au)2,9,86.77,1.1374,209.78
agm033777469,Pr3NiSn3Rh2,9,84.47,0.8569,271.42
agm035844228,Er3Ni2Sn3Ir,9,67.25,0.7485,263.26
agm112636096,Dy2Ho2Hg3Ru,16,53.71,0.7331,206.57
agm036640478,Tb2Th(InNi)3,9,65.67,0.6906,271.3
agm113506600,YbDy2In9,12,35.32,0.52,240.12
agm004672165,Ba3TiNb2O9,15,339.89,2.2345,497.63
agm060791315,Ce4ErTe5,10,95.42,1.1104,240.92
agm034485176,Ho3Ni2Sn3Ir,9,71.57,0.7547,263.79
agm058694709,Ce4SmTe5,10,97.2,1.123,240.74
agm081997336,Gd6ErTe8,15,93.87,1.0549,239.98
agm092888924,EuInHg,12,50.26,0.708,213.46
agm004671604,Rb3Ge2PbBr9,15,153.61,1.5925,275.53
agm002237472,K2ZnSnS4,8,216.26,1.3274,456.13
agm052002434,Sm2Ga2NiRh,12,94.67,0.8226,304.76
agm062231114,Na3Tb3CeSe8,15,164.61,1.618,321.69
agm058252032,CeTh7Sb8,16,73.04,0.9453,214.61
agm135553494,PuNiGe2Au,10,62.28,0.6947,272.46
agm007047709,LaHBrCl,4,194.52,1.426,400.73
agm063933365,ScTlPbI6,9,88.59,1.024,241.93
agm033360288,Pa3Ga3NiRu2,9,51.91,0.6045,272.8
agm036890242,Th3Zn3NiPt2,9,65.6,0.7595,244.89
agm005606000,Pr2ThCd6,9,38.15,0.552,233.84
agm056336966,Tm6Cu2Hg3Rh,12,53.88,0.7199,221.03
agm002295774,ThNiPb,3,76.0,0.9121,225.78
agm033108350,Tb3In3Ir2Au,9,87.8,0.9957,231.58
agm004689941,Na3CeTm3Se8,15,162.29,1.5601,319.62
agm048261372,Dy2YHoIr4,8,57.93,0.7537,218.34
agm035579366,La3In3Pt2Au,9,82.34,0.9829,228.44
agm043665898,Na3Ir2RhS6,12,182.75,1.1515,427.52
agm004778724,RbNa2CuI4,16,150.73,1.5799,284.57
agm157105924,Th2ZnNi9,12,41.93,0.4709,350.81
agm005674368,Sc4Cd5Co2,11,43.39,0.4956,339.82
agm004687437,Na3Sm3SnS8,15,210.03,1.51,406.93
agm003213454,Y(VSn)6,13,45.24,0.5143,328.34
agm003206599,Ce2CdPd2,10,91.94,0.9542,256.92
agm065584745,Dy5PaRu6,12,71.2,0.8051,247.57
agm048113197,Ca2Er(HfAs2)3,12,129.98,1.141,311.75
agm013725883,NaPr2TlS4,16,164.98,1.4898,334.75
agm005875276,Sc2BiPd9,12,47.56,0.529,305.14
agm041416535,Ca2URu3,12,90.27,0.844,287.24
agm004669039,Cs3Pu(PO4)2,14,236.83,1.8681,391.03
agm114942578,Gd2ThCo2,10,81.75,0.754,282.75
agm003389422,Sr(InHg)2,10,58.69,0.754,221.55
agm033800686,Er4Cu2RuAu,8,80.57,0.8697,242.74
agm050944932,Ca2TbYTl2,12,38.1,0.5566,230.87
agm005697474,ScReOs,12,51.3,0.6149,256.8
agm004623644,K3Cd2PtO6,12,310.09,1.968,508.0
agm004785921,NaCu(AgBr2)2,16,186.21,1.4088,374.73
agm054218386,CaDy4Th3Sb8,16,87.21,0.9948,232.2
agm020659620,La2PrNd4Y,8,6.33,0.2867,209.6
agm006098272,Np(Si2Ir3)2,11,35.15,0.4831,278.19
agm116538334,TbEu(CoGe)4,10,76.15,0.6418,354.14
agm141313887,LaPr(Nd2Y)2,8,7.96,0.2973,215.0
agm005930691,Dy3Si3Rh,14,84.87,0.7866,313.17
agm059701714,Ce6PuNiPb2,10,79.08,1.0082,229.81
agm004838402,Pu2HfNpAs4,8,95.24,1.0375,254.63
agm005828589,CePuSi3,10,78.33,0.7067,321.34
agm003289850,Pu4As3,14,72.84,0.898,220.27
agm005195119,TbSmTmZn,4,21.35,0.4273,220.83
agm034108082,Dy3In3Cu2Rh,9,69.73,0.7167,268.71
agm157330997,Th2InCu4SnGe2,10,49.41,0.5539,289.19
agm046160711,Na3Y3ThTe8,15,111.49,1.1305,270.54
agm035369620,Ho3In3CuPd2,9,72.75,0.7921,262.05
agm002961196,Be2Nb2Ru,10,64.99,0.5265,440.38
agm134567047,Ca3Eu2Bi3,16,73.75,0.9273,219.96
agm002961850,Ta2Be2W,10,71.88,0.6773,317.54
agm104035276,CaEu2Rh,16,116.95,1.267,274.79
agm005668476,Ca3(SiNi2)2,9,97.22,0.6486,462.88
agm043625402,Sr2Ac(ThSb2)3,12,84.49,1.06,220.78
agm118058850,CaGd3In2,12,46.62,0.629,230.33
agm053230517,Sm8Pd4PtAu3,16,100.79,1.2003,234.25
agm078302960,CeIn2Pt3,12,65.5,0.754,240.29
agm027850045,KNaSbCl5,16,268.76,1.9271,461.4
agm110474795,Lu2MoOs3,12,53.36,0.6931,229.85
agm093123440,Lu6Te2Mo,9,68.08,0.8238,224.33
agm005866123,V12Si3Pt,16,65.25,0.5128,463.02
agm134315100,K(VSe2)2,14,176.21,1.1924,404.12
agm003331303,Rb3Tl3Sb2,16,71.2,0.9299,203.26
agm044834163,Cs2PdPtPb2,12,70.17,0.8925,211.59
agm011697632,NaDy2TlTe4,16,90.57,1.0173,239.67
agm053357368,Np2PaPd9,12,49.39,0.607,258.54
agm155137984,Gd2(HoBi)3,16,69.25,0.9231,199.14
agm050838125,TbHoThPd3,12,93.15,1.0296,244.32
agm070230578,CeYCo,12,98.48,0.8395,330.77
agm051278694,Na2SiHgSe4,16,159.49,1.1113,394.62
agm003286160,Pu2Cl13,15,250.66,1.8118,457.59
agm035285410,Tb3Cd3Ir2Pd,9,80.69,0.9354,244.42
agm045673770,La(ThTl4)3,16,15.24,0.4165,181.83
agm087523275,Th3CoTcAu,12,77.41,0.9571,226.22
agm056223133,YHo3Co4,16,80.7,0.7067,315.32
agm004674232,Ba3CaTc2O9,15,307.43,2.2255,492.8
agm002204941,YbCl4,10,256.69,1.8391,428.63
agm003285823,Ag2Cl13,15,196.12,0.9312,574.03
agm004781646,KRb2NaCl4,16,258.67,2.3313,408.68
agm004701188,Ce3Pm3DyTe8,15,103.22,1.1153,240.16
agm089854410,ErLu2Co,16,78.82,0.8067,266.05
agm004524575,Rb2Cd4BiSb3,10,69.36,0.88,232.36
agm093237280,Yb(NdPd)2,10,75.89,0.8537,235.05
